"","SID","Alpha","X","age","Age_Category","Condition","Chance","Amount","response_self"
"859","YF028",0.436002530501728,859,13.73333333,"13-Dec","DA",75,100,"certain"
"860","YF028",0.436002530501728,860,13.73333333,"13-Dec","DA",25,50,"chance"
"861","YF028",0.436002530501728,861,13.73333333,"13-Dec","DA",90,10,"certain"
"862","YF028",0.436002530501728,862,13.73333333,"13-Dec","DA",10,30,"certain"
"863","YF028",0.436002530501728,863,13.73333333,"13-Dec","DA",25,20,"certain"
"864","YF028",0.436002530501728,864,13.73333333,"13-Dec","DA",75,50,"chance"
"865","YF028",0.436002530501728,865,13.73333333,"13-Dec","DA",25,5,"certain"
"866","YF028",0.436002530501728,866,13.73333333,"13-Dec","DA",50,10,"chance"
"867","YF028",0.436002530501728,867,13.73333333,"13-Dec","DA",25,100,"certain"
"868","YF028",0.436002530501728,868,13.73333333,"13-Dec","DA",50,5,"chance"
"869","YF028",0.436002530501728,869,13.73333333,"13-Dec","DA",10,10,"certain"
"870","YF028",0.436002530501728,870,13.73333333,"13-Dec","DA",90,50,"chance"
"871","YF028",0.436002530501728,871,13.73333333,"13-Dec","DA",10,5,"certain"
"872","YF028",0.436002530501728,872,13.73333333,"13-Dec","DA",90,5,"certain"
"873","YF028",0.436002530501728,873,13.73333333,"13-Dec","DA",75,30,"certain"
"874","YF028",0.436002530501728,874,13.73333333,"13-Dec","DA",50,100,"certain"
"875","YF028",0.436002530501728,875,13.73333333,"13-Dec","DA",50,30,"chance"
"876","YF029",0.613071940323854,876,15.94444444,"14-17","DA",90,100,"chance"
"877","YF029",0.613071940323854,877,15.94444444,"14-17","DA",10,50,"certain"
"878","YF029",0.613071940323854,878,15.94444444,"14-17","DA",25,10,"chance"
"879","YF029",0.613071940323854,879,15.94444444,"14-17","DA",50,50,"certain"
"880","YF029",0.613071940323854,880,15.94444444,"14-17","DA",25,100,"certain"
"881","YF029",0.613071940323854,881,15.94444444,"14-17","DA",50,20,"certain"
"882","YF029",0.613071940323854,882,15.94444444,"14-17","DA",90,30,"certain"
"883","YF029",0.613071940323854,883,15.94444444,"14-17","DA",25,50,"certain"
"884","YF029",0.613071940323854,884,15.94444444,"14-17","DA",10,5,"chance"
"885","YF029",0.613071940323854,885,15.94444444,"14-17","DA",25,40,"certain"
"886","YF029",0.613071940323854,886,15.94444444,"14-17","DA",75,5,"chance"
"887","YF029",0.613071940323854,887,15.94444444,"14-17","DA",75,10,"certain"
"888","YF029",0.613071940323854,888,15.94444444,"14-17","DA",75,100,"chance"
"889","YF029",0.613071940323854,889,15.94444444,"14-17","DA",10,10,"chance"
"890","YF029",0.613071940323854,890,15.94444444,"14-17","DA",50,10,"chance"
"891","YF029",0.613071940323854,891,15.94444444,"14-17","DA",50,30,"certain"
"892","YF029",0.613071940323854,892,15.94444444,"14-17","DA",90,40,"chance"
"893","YF029",0.613071940323854,893,15.94444444,"14-17","DA",10,40,"chance"
"894","YF029",0.613071940323854,894,15.94444444,"14-17","DA",90,5,"chance"
"895","YF029",0.613071940323854,895,15.94444444,"14-17","DA",25,20,"certain"
"896","YF029",0.613071940323854,896,15.94444444,"14-17","DA",75,50,"certain"
"897","YF029",0.613071940323854,897,15.94444444,"14-17","DA",75,40,"certain"
"898","YF029",0.613071940323854,898,15.94444444,"14-17","DA",10,100,"certain"
"899","YF029",0.613071940323854,899,15.94444444,"14-17","DA",50,5,"chance"
"900","YF029",0.613071940323854,900,15.94444444,"14-17","DA",90,20,"certain"
"901","YF029",0.613071940323854,901,15.94444444,"14-17","DA",90,50,"chance"
"902","YF029",0.613071940323854,902,15.94444444,"14-17","DA",90,10,"certain"
"903","YF029",0.613071940323854,903,15.94444444,"14-17","DA",75,30,"certain"
"904","YF029",0.613071940323854,904,15.94444444,"14-17","DA",25,30,"chance"
"905","YF029",0.613071940323854,905,15.94444444,"14-17","DA",50,40,"certain"
"906","YF029",0.613071940323854,906,15.94444444,"14-17","DA",25,5,"chance"
"907","YF029",0.613071940323854,907,15.94444444,"14-17","DA",50,100,"chance"
"908","YF029",0.613071940323854,908,15.94444444,"14-17","DA",10,20,"certain"
"909","YF029",0.613071940323854,909,15.94444444,"14-17","DA",75,20,"certain"
"910","YF029",0.613071940323854,910,15.94444444,"14-17","DA",10,30,"chance"
"911","YF030",1.07449112727078,911,15.59444444,"14-17","DA",10,100,"chance"
"912","YF030",1.07449112727078,912,15.59444444,"14-17","DA",25,20,"chance"
"913","YF030",1.07449112727078,913,15.59444444,"14-17","DA",25,40,"chance"
"914","YF030",1.07449112727078,914,15.59444444,"14-17","DA",90,100,"chance"
"915","YF030",1.07449112727078,915,15.59444444,"14-17","DA",50,50,"chance"
"916","YF030",1.07449112727078,916,15.59444444,"14-17","DA",90,50,"chance"
"917","YF030",1.07449112727078,917,15.59444444,"14-17","DA",75,50,"chance"
"918","YF030",1.07449112727078,918,15.59444444,"14-17","DA",50,5,"certain"
"919","YF030",1.07449112727078,919,15.59444444,"14-17","DA",10,50,"chance"
"920","YF030",1.07449112727078,920,15.59444444,"14-17","DA",75,10,"chance"
"921","YF030",1.07449112727078,921,15.59444444,"14-17","DA",50,20,"chance"
"922","YF030",1.07449112727078,922,15.59444444,"14-17","DA",25,10,"certain"
"923","YF030",1.07449112727078,923,15.59444444,"14-17","DA",10,5,"certain"
"924","YF030",1.07449112727078,924,15.59444444,"14-17","DA",10,10,"certain"
"925","YF030",1.07449112727078,925,15.59444444,"14-17","DA",90,5,"certain"
"926","YF030",1.07449112727078,926,15.59444444,"14-17","DA",90,10,"chance"
"927","YF030",1.07449112727078,927,15.59444444,"14-17","DA",50,100,"chance"
"928","YF030",1.07449112727078,928,15.59444444,"14-17","DA",25,5,"certain"
"929","YF030",1.07449112727078,929,15.59444444,"14-17","DA",50,40,"chance"
"930","YF030",1.07449112727078,930,15.59444444,"14-17","DA",90,30,"chance"
"931","YF030",1.07449112727078,931,15.59444444,"14-17","DA",10,40,"certain"
"932","YF030",1.07449112727078,932,15.59444444,"14-17","DA",90,40,"chance"
"933","YF030",1.07449112727078,933,15.59444444,"14-17","DA",75,30,"chance"
"934","YF030",1.07449112727078,934,15.59444444,"14-17","DA",10,20,"certain"
"935","YF030",1.07449112727078,935,15.59444444,"14-17","DA",75,100,"chance"
"936","YF030",1.07449112727078,936,15.59444444,"14-17","DA",75,5,"certain"
"937","YF030",1.07449112727078,937,15.59444444,"14-17","DA",50,30,"chance"
"938","YF030",1.07449112727078,938,15.59444444,"14-17","DA",75,20,"chance"
"939","YF030",1.07449112727078,939,15.59444444,"14-17","DA",25,50,"chance"
"940","YF030",1.07449112727078,940,15.59444444,"14-17","DA",50,10,"chance"
"941","YF030",1.07449112727078,941,15.59444444,"14-17","DA",75,40,"chance"
"942","YF030",1.07449112727078,942,15.59444444,"14-17","DA",25,100,"chance"
"943","YF030",1.07449112727078,943,15.59444444,"14-17","DA",90,20,"chance"
"944","YF030",1.07449112727078,944,15.59444444,"14-17","DA",10,30,"certain"
"945","YF030",1.07449112727078,945,15.59444444,"14-17","DA",25,30,"chance"
"946","YF031",0.0686962696973417,946,12.80277778,"13-Dec","DA",75,50,"chance"
"947","YF031",0.0686962696973417,947,12.80277778,"13-Dec","DA",10,40,"certain"
"948","YF031",0.0686962696973417,948,12.80277778,"13-Dec","DA",90,100,"chance"
"949","YF031",0.0686962696973417,949,12.80277778,"13-Dec","DA",25,5,"certain"
"950","YF031",0.0686962696973417,950,12.80277778,"13-Dec","DA",75,100,"chance"
"951","YF031",0.0686962696973417,951,12.80277778,"13-Dec","DA",25,10,"certain"
"952","YF031",0.0686962696973417,952,12.80277778,"13-Dec","DA",90,20,"certain"
"953","YF031",0.0686962696973417,953,12.80277778,"13-Dec","DA",50,20,"certain"
"954","YF031",0.0686962696973417,954,12.80277778,"13-Dec","DA",50,50,"chance"
"955","YF031",0.0686962696973417,955,12.80277778,"13-Dec","DA",75,5,"certain"
"956","YF031",0.0686962696973417,956,12.80277778,"13-Dec","DA",10,50,"certain"
"957","YF031",0.0686962696973417,957,12.80277778,"13-Dec","DA",10,30,"certain"
"958","YF031",0.0686962696973417,958,12.80277778,"13-Dec","DA",10,5,"certain"
"959","YF031",0.0686962696973417,959,12.80277778,"13-Dec","DA",50,100,"chance"
"960","YF031",0.0686962696973417,960,12.80277778,"13-Dec","DA",90,40,"certain"
"961","YF031",0.0686962696973417,961,12.80277778,"13-Dec","DA",25,50,"certain"
"962","YF031",0.0686962696973417,962,12.80277778,"13-Dec","DA",10,10,"certain"
"963","YF031",0.0686962696973417,963,12.80277778,"13-Dec","DA",90,10,"chance"
"964","YF031",0.0686962696973417,964,12.80277778,"13-Dec","DA",25,40,"certain"
"965","YF031",0.0686962696973417,965,12.80277778,"13-Dec","DA",10,100,"certain"
"966","YF031",0.0686962696973417,966,12.80277778,"13-Dec","DA",75,10,"certain"
"967","YF031",0.0686962696973417,967,12.80277778,"13-Dec","DA",90,30,"chance"
"968","YF031",0.0686962696973417,968,12.80277778,"13-Dec","DA",90,50,"chance"
"969","YF031",0.0686962696973417,969,12.80277778,"13-Dec","DA",10,20,"certain"
"970","YF031",0.0686962696973417,970,12.80277778,"13-Dec","DA",25,20,"certain"
"971","YF031",0.0686962696973417,971,12.80277778,"13-Dec","DA",25,100,"chance"
"972","YF031",0.0686962696973417,972,12.80277778,"13-Dec","DA",50,10,"chance"
"973","YF031",0.0686962696973417,973,12.80277778,"13-Dec","DA",50,5,"certain"
"974","YF031",0.0686962696973417,974,12.80277778,"13-Dec","DA",75,40,"chance"
"975","YF031",0.0686962696973417,975,12.80277778,"13-Dec","DA",50,40,"chance"
"976","YF031",0.0686962696973417,976,12.80277778,"13-Dec","DA",50,30,"certain"
"977","YF031",0.0686962696973417,977,12.80277778,"13-Dec","DA",25,30,"certain"
"978","YF031",0.0686962696973417,978,12.80277778,"13-Dec","DA",75,30,"chance"
"979","YF031",0.0686962696973417,979,12.80277778,"13-Dec","DA",75,20,"chance"
"980","YF031",0.0686962696973417,980,12.80277778,"13-Dec","DA",90,5,"certain"
"981","YF032",0.284233197009465,981,12.94444444,"13-Dec","DA",90,100,"chance"
"982","YF032",0.284233197009465,982,12.94444444,"13-Dec","DA",10,50,"certain"
"983","YF032",0.284233197009465,983,12.94444444,"13-Dec","DA",90,20,"chance"
"984","YF032",0.284233197009465,984,12.94444444,"13-Dec","DA",90,30,"certain"
"985","YF032",0.284233197009465,985,12.94444444,"13-Dec","DA",10,40,"certain"
"986","YF032",0.284233197009465,986,12.94444444,"13-Dec","DA",25,10,"chance"
"987","YF032",0.284233197009465,987,12.94444444,"13-Dec","DA",50,50,"chance"
"988","YF032",0.284233197009465,988,12.94444444,"13-Dec","DA",75,50,"chance"
"989","YF032",0.284233197009465,989,12.94444444,"13-Dec","DA",75,100,"chance"
"990","YF032",0.284233197009465,990,12.94444444,"13-Dec","DA",25,100,"chance"
"991","YF032",0.284233197009465,991,12.94444444,"13-Dec","DA",75,40,"chance"
"992","YF032",0.284233197009465,992,12.94444444,"13-Dec","DA",50,20,"certain"
"993","YF032",0.284233197009465,993,12.94444444,"13-Dec","DA",25,40,"certain"
"994","YF032",0.284233197009465,994,12.94444444,"13-Dec","DA",10,10,"certain"
"995","YF032",0.284233197009465,995,12.94444444,"13-Dec","DA",25,50,"certain"
"996","YF032",0.284233197009465,996,12.94444444,"13-Dec","DA",10,30,"chance"
"997","YF032",0.284233197009465,997,12.94444444,"13-Dec","DA",25,5,"chance"
"998","YF032",0.284233197009465,998,12.94444444,"13-Dec","DA",50,10,"chance"
"999","YF032",0.284233197009465,999,12.94444444,"13-Dec","DA",75,5,"certain"
"1000","YF032",0.284233197009465,1000,12.94444444,"13-Dec","DA",10,100,"chance"
"1001","YF032",0.284233197009465,1001,12.94444444,"13-Dec","DA",50,5,"chance"
"1002","YF032",0.284233197009465,1002,12.94444444,"13-Dec","DA",50,30,"chance"
"1003","YF032",0.284233197009465,1003,12.94444444,"13-Dec","DA",75,10,"certain"
"1004","YF032",0.284233197009465,1004,12.94444444,"13-Dec","DA",90,40,"chance"
"1005","YF032",0.284233197009465,1005,12.94444444,"13-Dec","DA",90,10,"chance"
"1006","YF032",0.284233197009465,1006,12.94444444,"13-Dec","DA",90,5,"chance"
"1007","YF032",0.284233197009465,1007,12.94444444,"13-Dec","DA",25,20,"chance"
"1008","YF032",0.284233197009465,1008,12.94444444,"13-Dec","DA",10,20,"chance"
"1009","YF032",0.284233197009465,1009,12.94444444,"13-Dec","DA",25,30,"certain"
"1010","YF032",0.284233197009465,1010,12.94444444,"13-Dec","DA",10,5,"certain"
"1011","YF032",0.284233197009465,1011,12.94444444,"13-Dec","DA",75,20,"chance"
"1012","YF032",0.284233197009465,1012,12.94444444,"13-Dec","DA",50,40,"chance"
"1013","YF032",0.284233197009465,1013,12.94444444,"13-Dec","DA",90,50,"chance"
"1014","YF032",0.284233197009465,1014,12.94444444,"13-Dec","DA",50,100,"certain"
"1015","YF032",0.284233197009465,1015,12.94444444,"13-Dec","DA",75,30,"certain"
"1016","YF033",0.60433940249972,1016,14.72777778,"14-17","DA",10,50,"chance"
"1017","YF033",0.60433940249972,1017,14.72777778,"14-17","DA",75,40,"chance"
"1018","YF033",0.60433940249972,1018,14.72777778,"14-17","DA",10,40,"certain"
"1019","YF033",0.60433940249972,1019,14.72777778,"14-17","DA",50,50,"chance"
"1020","YF033",0.60433940249972,1020,14.72777778,"14-17","DA",25,10,"chance"
"1021","YF033",0.60433940249972,1021,14.72777778,"14-17","DA",90,20,"certain"
"1022","YF033",0.60433940249972,1022,14.72777778,"14-17","DA",25,40,"chance"
"1023","YF033",0.60433940249972,1023,14.72777778,"14-17","DA",25,20,"chance"
"1024","YF033",0.60433940249972,1024,14.72777778,"14-17","DA",10,10,"chance"
"1025","YF033",0.60433940249972,1025,14.72777778,"14-17","DA",75,5,"chance"
"1026","YF033",0.60433940249972,1026,14.72777778,"14-17","DA",25,30,"chance"
"1027","YF033",0.60433940249972,1027,14.72777778,"14-17","DA",75,10,"chance"
"1028","YF033",0.60433940249972,1028,14.72777778,"14-17","DA",90,40,"chance"
"1029","YF033",0.60433940249972,1029,14.72777778,"14-17","DA",75,100,"chance"
"1030","YF033",0.60433940249972,1030,14.72777778,"14-17","DA",90,100,"chance"
"1031","YF033",0.60433940249972,1031,14.72777778,"14-17","DA",90,50,"chance"
"1032","YF033",0.60433940249972,1032,14.72777778,"14-17","DA",25,5,"chance"
"1033","YF033",0.60433940249972,1033,14.72777778,"14-17","DA",50,30,"certain"
"1034","YF033",0.60433940249972,1034,14.72777778,"14-17","DA",50,10,"chance"
"1035","YF033",0.60433940249972,1035,14.72777778,"14-17","DA",25,100,"chance"
"1036","YF033",0.60433940249972,1036,14.72777778,"14-17","DA",50,5,"chance"
"1037","YF033",0.60433940249972,1037,14.72777778,"14-17","DA",90,10,"chance"
"1038","YF033",0.60433940249972,1038,14.72777778,"14-17","DA",90,30,"certain"
"1039","YF033",0.60433940249972,1039,14.72777778,"14-17","DA",25,50,"certain"
"1040","YF033",0.60433940249972,1040,14.72777778,"14-17","DA",10,30,"chance"
"1041","YF033",0.60433940249972,1041,14.72777778,"14-17","DA",10,5,"chance"
"1042","YF033",0.60433940249972,1042,14.72777778,"14-17","DA",50,40,"chance"
"1043","YF033",0.60433940249972,1043,14.72777778,"14-17","DA",10,100,"chance"
"1044","YF033",0.60433940249972,1044,14.72777778,"14-17","DA",10,20,"chance"
"1045","YF033",0.60433940249972,1045,14.72777778,"14-17","DA",75,30,"chance"
"1046","YF033",0.60433940249972,1046,14.72777778,"14-17","DA",50,20,"certain"
"1047","YF033",0.60433940249972,1047,14.72777778,"14-17","DA",75,50,"chance"
"1048","YF033",0.60433940249972,1048,14.72777778,"14-17","DA",50,100,"chance"
"1049","YF033",0.60433940249972,1049,14.72777778,"14-17","DA",75,20,"chance"
"1050","YF033",0.60433940249972,1050,14.72777778,"14-17","DA",90,5,"chance"
"1051","YF034",0.216611509292858,1051,14.28888889,"14-17","DA",90,30,"certain"
"1052","YF034",0.216611509292858,1052,14.28888889,"14-17","DA",75,100,"certain"
"1053","YF034",0.216611509292858,1053,14.28888889,"14-17","DA",75,40,"certain"
"1054","YF034",0.216611509292858,1054,14.28888889,"14-17","DA",25,40,"chance"
"1055","YF034",0.216611509292858,1055,14.28888889,"14-17","DA",10,40,"chance"
"1056","YF034",0.216611509292858,1056,14.28888889,"14-17","DA",10,50,"chance"
"1057","YF034",0.216611509292858,1057,14.28888889,"14-17","DA",90,50,"certain"
"1058","YF034",0.216611509292858,1058,14.28888889,"14-17","DA",90,20,"certain"
"1059","YF034",0.216611509292858,1059,14.28888889,"14-17","DA",50,50,"chance"
"1060","YF034",0.216611509292858,1060,14.28888889,"14-17","DA",50,100,"chance"
"1061","YF034",0.216611509292858,1061,14.28888889,"14-17","DA",10,20,"chance"
"1062","YF034",0.216611509292858,1062,14.28888889,"14-17","DA",90,100,"certain"
"1063","YF034",0.216611509292858,1063,14.28888889,"14-17","DA",50,5,"chance"
"1064","YF034",0.216611509292858,1064,14.28888889,"14-17","DA",25,30,"chance"
"1065","YF034",0.216611509292858,1065,14.28888889,"14-17","DA",25,100,"chance"
"1066","YF034",0.216611509292858,1066,14.28888889,"14-17","DA",10,30,"chance"
"1067","YF034",0.216611509292858,1067,14.28888889,"14-17","DA",25,50,"chance"
"1068","YF034",0.216611509292858,1068,14.28888889,"14-17","DA",75,30,"certain"
"1069","YF034",0.216611509292858,1069,14.28888889,"14-17","DA",25,10,"chance"
"1070","YF034",0.216611509292858,1070,14.28888889,"14-17","DA",25,5,"chance"
"1071","YF034",0.216611509292858,1071,14.28888889,"14-17","DA",75,50,"chance"
"1072","YF034",0.216611509292858,1072,14.28888889,"14-17","DA",50,40,"chance"
"1073","YF034",0.216611509292858,1073,14.28888889,"14-17","DA",10,10,"chance"
"1074","YF034",0.216611509292858,1074,14.28888889,"14-17","DA",25,20,"chance"
"1075","YF034",0.216611509292858,1075,14.28888889,"14-17","DA",10,5,"certain"
"1076","YF034",0.216611509292858,1076,14.28888889,"14-17","DA",50,10,"chance"
"1077","YF034",0.216611509292858,1077,14.28888889,"14-17","DA",50,30,"chance"
"1078","YF034",0.216611509292858,1078,14.28888889,"14-17","DA",10,100,"chance"
"1079","YF034",0.216611509292858,1079,14.28888889,"14-17","DA",50,20,"chance"
"1080","YF034",0.216611509292858,1080,14.28888889,"14-17","DA",75,10,"certain"
"1081","YF034",0.216611509292858,1081,14.28888889,"14-17","DA",90,40,"certain"
"1082","YF034",0.216611509292858,1082,14.28888889,"14-17","DA",90,10,"chance"
"1083","YF034",0.216611509292858,1083,14.28888889,"14-17","DA",75,5,"certain"
"1084","YF034",0.216611509292858,1084,14.28888889,"14-17","DA",90,5,"chance"
"1085","YF034",0.216611509292858,1085,14.28888889,"14-17","DA",75,20,"certain"
"1086","YF035",0.909315666787658,1086,14.25555556,"14-17","DA",25,50,"certain"
"1087","YF035",0.909315666787658,1087,14.25555556,"14-17","DA",10,100,"certain"
"1088","YF035",0.909315666787658,1088,14.25555556,"14-17","DA",75,5,"certain"
"1089","YF035",0.909315666787658,1089,14.25555556,"14-17","DA",50,50,"chance"
"1090","YF035",0.909315666787658,1090,14.25555556,"14-17","DA",10,40,"certain"
"1091","YF035",0.909315666787658,1091,14.25555556,"14-17","DA",75,30,"certain"
"1092","YF035",0.909315666787658,1092,14.25555556,"14-17","DA",90,100,"certain"
"1093","YF035",0.909315666787658,1093,14.25555556,"14-17","DA",25,10,"certain"
"1094","YF035",0.909315666787658,1094,14.25555556,"14-17","DA",25,40,"chance"
"1095","YF035",0.909315666787658,1095,14.25555556,"14-17","DA",90,40,"chance"
"1096","YF035",0.909315666787658,1096,14.25555556,"14-17","DA",50,30,"certain"
"1097","YF035",0.909315666787658,1097,14.25555556,"14-17","DA",10,5,"certain"
"1098","YF035",0.909315666787658,1098,14.25555556,"14-17","DA",90,50,"certain"
"1099","YF035",0.909315666787658,1099,14.25555556,"14-17","DA",90,30,"certain"
"1100","YF035",0.909315666787658,1100,14.25555556,"14-17","DA",25,5,"certain"
"1101","YF035",0.909315666787658,1101,14.25555556,"14-17","DA",10,50,"certain"
"1102","YF035",0.909315666787658,1102,14.25555556,"14-17","DA",90,10,"certain"
"1103","YF035",0.909315666787658,1103,14.25555556,"14-17","DA",90,20,"certain"
"1104","YF035",0.909315666787658,1104,14.25555556,"14-17","DA",50,20,"certain"
"1105","YF035",0.909315666787658,1105,14.25555556,"14-17","DA",75,10,"chance"
"1106","YF035",0.909315666787658,1106,14.25555556,"14-17","DA",25,20,"chance"
"1107","YF035",0.909315666787658,1107,14.25555556,"14-17","DA",90,5,"certain"
"1108","YF035",0.909315666787658,1108,14.25555556,"14-17","DA",50,40,"chance"
"1109","YF035",0.909315666787658,1109,14.25555556,"14-17","DA",25,100,"chance"
"1110","YF035",0.909315666787658,1110,14.25555556,"14-17","DA",75,20,"chance"
"1111","YF035",0.909315666787658,1111,14.25555556,"14-17","DA",25,30,"chance"
"1112","YF035",0.909315666787658,1112,14.25555556,"14-17","DA",10,10,"certain"
"1113","YF035",0.909315666787658,1113,14.25555556,"14-17","DA",50,100,"chance"
"1114","YF035",0.909315666787658,1114,14.25555556,"14-17","DA",10,20,"chance"
"1115","YF035",0.909315666787658,1115,14.25555556,"14-17","DA",75,100,"chance"
"1116","YF035",0.909315666787658,1116,14.25555556,"14-17","DA",10,30,"chance"
"1117","YF035",0.909315666787658,1117,14.25555556,"14-17","DA",75,40,"chance"
"1118","YF035",0.909315666787658,1118,14.25555556,"14-17","DA",75,50,"certain"
"1119","YF035",0.909315666787658,1119,14.25555556,"14-17","DA",50,10,"chance"
"1120","YF035",0.909315666787658,1120,14.25555556,"14-17","DA",50,5,"certain"
"1121","YF036",0.647918390603751,1121,14.11944444,"14-17","DA",25,30,"chance"
"1122","YF036",0.647918390603751,1122,14.11944444,"14-17","DA",50,50,"chance"
"1123","YF036",0.647918390603751,1123,14.11944444,"14-17","DA",25,10,"chance"
"1124","YF036",0.647918390603751,1124,14.11944444,"14-17","DA",75,100,"chance"
"1125","YF036",0.647918390603751,1125,14.11944444,"14-17","DA",10,40,"chance"
"1126","YF036",0.647918390603751,1126,14.11944444,"14-17","DA",75,10,"certain"
"1127","YF036",0.647918390603751,1127,14.11944444,"14-17","DA",90,40,"certain"
"1128","YF036",0.647918390603751,1128,14.11944444,"14-17","DA",25,40,"certain"
"1129","YF036",0.647918390603751,1129,14.11944444,"14-17","DA",50,40,"certain"
"1130","YF036",0.647918390603751,1130,14.11944444,"14-17","DA",75,40,"certain"
"1131","YF036",0.647918390603751,1131,14.11944444,"14-17","DA",10,100,"chance"
"1132","YF036",0.647918390603751,1132,14.11944444,"14-17","DA",25,100,"chance"
"1133","YF036",0.647918390603751,1133,14.11944444,"14-17","DA",90,50,"certain"
"1134","YF036",0.647918390603751,1134,14.11944444,"14-17","DA",10,10,"certain"
"1135","YF036",0.647918390603751,1135,14.11944444,"14-17","DA",75,50,"certain"
"1136","YF036",0.647918390603751,1136,14.11944444,"14-17","DA",90,100,"certain"
"1137","YF036",0.647918390603751,1137,14.11944444,"14-17","DA",10,50,"chance"
"1138","YF036",0.647918390603751,1138,14.11944444,"14-17","DA",50,5,"certain"
"1139","YF036",0.647918390603751,1139,14.11944444,"14-17","DA",90,30,"certain"
"1140","YF036",0.647918390603751,1140,14.11944444,"14-17","DA",50,20,"certain"
"1141","YF036",0.647918390603751,1141,14.11944444,"14-17","DA",25,50,"chance"
"1142","YF036",0.647918390603751,1142,14.11944444,"14-17","DA",10,30,"chance"
"1143","YF036",0.647918390603751,1143,14.11944444,"14-17","DA",50,30,"certain"
"1144","YF036",0.647918390603751,1144,14.11944444,"14-17","DA",90,20,"certain"
"1145","YF036",0.647918390603751,1145,14.11944444,"14-17","DA",75,20,"certain"
"1146","YF036",0.647918390603751,1146,14.11944444,"14-17","DA",50,100,"certain"
"1147","YF036",0.647918390603751,1147,14.11944444,"14-17","DA",10,20,"chance"
"1148","YF036",0.647918390603751,1148,14.11944444,"14-17","DA",50,10,"chance"
"1149","YF036",0.647918390603751,1149,14.11944444,"14-17","DA",25,5,"chance"
"1150","YF036",0.647918390603751,1150,14.11944444,"14-17","DA",75,5,"chance"
"1151","YF036",0.647918390603751,1151,14.11944444,"14-17","DA",10,5,"chance"
"1152","YF036",0.647918390603751,1152,14.11944444,"14-17","DA",75,30,"certain"
"1153","YF036",0.647918390603751,1153,14.11944444,"14-17","DA",90,10,"certain"
"1154","YF036",0.647918390603751,1154,14.11944444,"14-17","DA",90,5,"certain"
"1155","YF036",0.647918390603751,1155,14.11944444,"14-17","DA",25,20,"chance"
"1156","YF037",0.794662282065644,1156,16.94722222,"14-17","DA",25,10,"chance"
"1157","YF037",0.794662282065644,1157,16.94722222,"14-17","DA",25,100,"certain"
"1158","YF037",0.794662282065644,1158,16.94722222,"14-17","DA",90,20,"certain"
"1159","YF037",0.794662282065644,1159,16.94722222,"14-17","DA",50,5,"chance"
"1160","YF037",0.794662282065644,1160,16.94722222,"14-17","DA",90,30,"certain"
"1161","YF037",0.794662282065644,1161,16.94722222,"14-17","DA",75,50,"certain"
"1162","YF037",0.794662282065644,1162,16.94722222,"14-17","DA",75,100,"certain"
"1163","YF037",0.794662282065644,1163,16.94722222,"14-17","DA",50,50,"certain"
"1164","YF037",0.794662282065644,1164,16.94722222,"14-17","DA",10,40,"chance"
"1165","YF037",0.794662282065644,1165,16.94722222,"14-17","DA",75,20,"certain"
"1166","YF037",0.794662282065644,1166,16.94722222,"14-17","DA",10,10,"chance"
"1167","YF037",0.794662282065644,1167,16.94722222,"14-17","DA",25,50,"certain"
"1168","YF037",0.794662282065644,1168,16.94722222,"14-17","DA",75,40,"certain"
"1169","YF037",0.794662282065644,1169,16.94722222,"14-17","DA",90,10,"certain"
"1170","YF037",0.794662282065644,1170,16.94722222,"14-17","DA",75,30,"certain"
"1171","YF037",0.794662282065644,1171,16.94722222,"14-17","DA",90,5,"chance"
"1172","YF037",0.794662282065644,1172,16.94722222,"14-17","DA",50,10,"chance"
"1173","YF037",0.794662282065644,1173,16.94722222,"14-17","DA",50,30,"certain"
"1174","YF037",0.794662282065644,1174,16.94722222,"14-17","DA",10,20,"chance"
"1175","YF037",0.794662282065644,1175,16.94722222,"14-17","DA",75,10,"certain"
"1176","YF037",0.794662282065644,1176,16.94722222,"14-17","DA",50,20,"certain"
"1177","YF037",0.794662282065644,1177,16.94722222,"14-17","DA",90,50,"certain"
"1178","YF037",0.794662282065644,1178,16.94722222,"14-17","DA",25,20,"chance"
"1179","YF037",0.794662282065644,1179,16.94722222,"14-17","DA",25,40,"chance"
"1180","YF037",0.794662282065644,1180,16.94722222,"14-17","DA",75,5,"chance"
"1181","YF037",0.794662282065644,1181,16.94722222,"14-17","DA",50,40,"certain"
"1182","YF037",0.794662282065644,1182,16.94722222,"14-17","DA",90,40,"certain"
"1183","YF037",0.794662282065644,1183,16.94722222,"14-17","DA",25,30,"chance"
"1184","YF037",0.794662282065644,1184,16.94722222,"14-17","DA",90,100,"certain"
"1185","YF037",0.794662282065644,1185,16.94722222,"14-17","DA",10,30,"chance"
"1186","YF037",0.794662282065644,1186,16.94722222,"14-17","DA",50,100,"certain"
"1187","YF037",0.794662282065644,1187,16.94722222,"14-17","DA",10,50,"chance"
"1188","YF037",0.794662282065644,1188,16.94722222,"14-17","DA",10,5,"chance"
"1189","YF037",0.794662282065644,1189,16.94722222,"14-17","DA",25,5,"chance"
"1190","YF037",0.794662282065644,1190,16.94722222,"14-17","DA",10,100,"chance"
"1191","YF038",0.409261477110346,1191,17.20277778,"14-17","DA",50,5,"certain"
"1192","YF038",0.409261477110346,1192,17.20277778,"14-17","DA",25,40,"certain"
