"","SID","age","Age_Category","Condition","Chance","Amount","response_self"
"1056","YF033",14.72777778,"14-17","Baseline",50,20,"chance"
"1057","YF033",14.72777778,"14-17","Baseline",10,10,"chance"
"1058","YF033",14.72777778,"14-17","Baseline",50,40,"chance"
"1059","YF033",14.72777778,"14-17","Baseline",90,5,"certain"
"1060","YF033",14.72777778,"14-17","Baseline",10,20,"chance"
"1061","YF033",14.72777778,"14-17","Baseline",75,30,"chance"
"1062","YF033",14.72777778,"14-17","Baseline",90,20,"chance"
"1063","YF033",14.72777778,"14-17","Baseline",10,40,"chance"
"1064","YF033",14.72777778,"14-17","Baseline",50,5,"certain"
"1065","YF033",14.72777778,"14-17","Baseline",90,10,"certain"
"1066","YF033",14.72777778,"14-17","Baseline",50,30,"chance"
"1067","YF033",14.72777778,"14-17","Baseline",90,50,"chance"
"1068","YF033",14.72777778,"14-17","Baseline",25,40,"chance"
"1069","YF033",14.72777778,"14-17","Baseline",75,50,"chance"
"1070","YF033",14.72777778,"14-17","Baseline",10,5,"certain"
"1071","YF033",14.72777778,"14-17","Baseline",10,100,"chance"
"1072","YF033",14.72777778,"14-17","Baseline",25,20,"certain"
"1073","YF033",14.72777778,"14-17","Baseline",75,20,"chance"
"1074","YF033",14.72777778,"14-17","Baseline",75,100,"chance"
"1075","YF033",14.72777778,"14-17","Baseline",90,100,"chance"
"1076","YF033",14.72777778,"14-17","Baseline",10,50,"chance"
"1077","YF033",14.72777778,"14-17","Baseline",75,5,"certain"
"1078","YF033",14.72777778,"14-17","Baseline",50,50,"chance"
"1079","YF033",14.72777778,"14-17","Baseline",50,10,"certain"
"1080","YF033",14.72777778,"14-17","Baseline",25,5,"certain"
"1081","YF033",14.72777778,"14-17","Baseline",75,10,"chance"
"1082","YF033",14.72777778,"14-17","Baseline",90,40,"chance"
"1083","YF033",14.72777778,"14-17","Baseline",90,30,"chance"
"1084","YF033",14.72777778,"14-17","Baseline",25,10,"certain"
"1085","YF033",14.72777778,"14-17","Baseline",75,40,"chance"
"1086","YF034",14.28888889,"14-17","Baseline",50,40,"certain"
"1087","YF034",14.28888889,"14-17","Baseline",75,5,"certain"
"1088","YF034",14.28888889,"14-17","Baseline",50,10,"certain"
"1089","YF034",14.28888889,"14-17","Baseline",90,50,"chance"
"1090","YF034",14.28888889,"14-17","Baseline",75,30,"certain"
"1091","YF034",14.28888889,"14-17","Baseline",50,5,"certain"
"1092","YF034",14.28888889,"14-17","Baseline",10,40,"certain"
"1093","YF034",14.28888889,"14-17","Baseline",25,30,"certain"
"1094","YF034",14.28888889,"14-17","Baseline",50,50,"certain"
"1095","YF034",14.28888889,"14-17","Baseline",25,50,"certain"
"1096","YF034",14.28888889,"14-17","Baseline",90,10,"chance"
"1097","YF034",14.28888889,"14-17","Baseline",90,100,"chance"
"1098","YF034",14.28888889,"14-17","Baseline",25,100,"certain"
"1099","YF034",14.28888889,"14-17","Baseline",75,100,"chance"
"1100","YF034",14.28888889,"14-17","Baseline",10,10,"certain"
"1101","YF034",14.28888889,"14-17","Baseline",10,5,"certain"
"1102","YF034",14.28888889,"14-17","Baseline",50,30,"certain"
"1103","YF034",14.28888889,"14-17","Baseline",10,100,"certain"
"1104","YF034",14.28888889,"14-17","Baseline",25,20,"certain"
"1105","YF034",14.28888889,"14-17","Baseline",25,10,"certain"
"1106","YF034",14.28888889,"14-17","Baseline",25,5,"certain"
"1107","YF034",14.28888889,"14-17","Baseline",75,20,"chance"
"1108","YF034",14.28888889,"14-17","Baseline",10,20,"certain"
"1109","YF034",14.28888889,"14-17","Baseline",10,50,"certain"
"1110","YF034",14.28888889,"14-17","Baseline",10,30,"certain"
"1111","YF034",14.28888889,"14-17","Baseline",90,20,"chance"
"1112","YF034",14.28888889,"14-17","Baseline",90,40,"chance"
"1113","YF034",14.28888889,"14-17","Baseline",50,100,"certain"
"1114","YF034",14.28888889,"14-17","Baseline",75,50,"chance"
"1115","YF034",14.28888889,"14-17","Baseline",25,40,"certain"
"1116","YF034",14.28888889,"14-17","Baseline",75,10,"chance"
"1117","YF034",14.28888889,"14-17","Baseline",50,20,"certain"
"1118","YF034",14.28888889,"14-17","Baseline",90,30,"chance"
"1119","YF034",14.28888889,"14-17","Baseline",75,40,"chance"
"1120","YF034",14.28888889,"14-17","Baseline",90,5,"certain"
"1121","YF035",14.25555556,"14-17","Baseline",75,5,"certain"
"1122","YF035",14.25555556,"14-17","Baseline",90,40,"chance"
"1123","YF035",14.25555556,"14-17","Baseline",90,100,"chance"
"1124","YF035",14.25555556,"14-17","Baseline",75,30,"chance"
"1125","YF035",14.25555556,"14-17","Baseline",90,30,"chance"
"1126","YF035",14.25555556,"14-17","Baseline",90,50,"chance"
"1127","YF035",14.25555556,"14-17","Baseline",25,50,"chance"
"1128","YF035",14.25555556,"14-17","Baseline",50,10,"certain"
"1129","YF035",14.25555556,"14-17","Baseline",25,30,"chance"
"1130","YF035",14.25555556,"14-17","Baseline",90,10,"chance"
"1131","YF035",14.25555556,"14-17","Baseline",75,10,"chance"
"1132","YF035",14.25555556,"14-17","Baseline",50,30,"chance"
"1133","YF035",14.25555556,"14-17","Baseline",10,100,"chance"
"1134","YF035",14.25555556,"14-17","Baseline",25,20,"chance"
"1135","YF035",14.25555556,"14-17","Baseline",25,5,"certain"
"1136","YF035",14.25555556,"14-17","Baseline",10,40,"certain"
"1137","YF035",14.25555556,"14-17","Baseline",10,10,"certain"
"1138","YF035",14.25555556,"14-17","Baseline",75,100,"chance"
"1139","YF035",14.25555556,"14-17","Baseline",50,40,"chance"
"1140","YF035",14.25555556,"14-17","Baseline",50,20,"chance"
"1141","YF035",14.25555556,"14-17","Baseline",25,100,"chance"
"1142","YF035",14.25555556,"14-17","Baseline",10,30,"chance"
"1143","YF035",14.25555556,"14-17","Baseline",10,50,"chance"
"1144","YF035",14.25555556,"14-17","Baseline",25,10,"certain"
"1145","YF035",14.25555556,"14-17","Baseline",50,100,"chance"
"1146","YF035",14.25555556,"14-17","Baseline",75,20,"chance"
"1147","YF035",14.25555556,"14-17","Baseline",25,40,"chance"
"1148","YF035",14.25555556,"14-17","Baseline",75,40,"chance"
"1149","YF035",14.25555556,"14-17","Baseline",75,50,"chance"
"1150","YF035",14.25555556,"14-17","Baseline",10,20,"certain"
"1151","YF035",14.25555556,"14-17","Baseline",50,5,"certain"
"1152","YF035",14.25555556,"14-17","Baseline",50,50,"chance"
"1153","YF035",14.25555556,"14-17","Baseline",90,5,"certain"
"1154","YF035",14.25555556,"14-17","Baseline",10,5,"certain"
"1155","YF035",14.25555556,"14-17","Baseline",90,20,"chance"
"1156","YF036",14.11944444,"14-17","Baseline",90,10,"chance"
"1157","YF036",14.11944444,"14-17","Baseline",10,40,"certain"
"1158","YF036",14.11944444,"14-17","Baseline",90,50,"chance"
"1159","YF036",14.11944444,"14-17","Baseline",50,10,"certain"
"1160","YF036",14.11944444,"14-17","Baseline",50,30,"chance"
"1161","YF036",14.11944444,"14-17","Baseline",25,100,"certain"
"1162","YF036",14.11944444,"14-17","Baseline",75,5,"certain"
"1163","YF036",14.11944444,"14-17","Baseline",75,100,"chance"
"1164","YF036",14.11944444,"14-17","Baseline",10,100,"chance"
"1165","YF036",14.11944444,"14-17","Baseline",50,40,"certain"
"1166","YF036",14.11944444,"14-17","Baseline",75,30,"chance"
"1167","YF036",14.11944444,"14-17","Baseline",90,100,"chance"
"1168","YF036",14.11944444,"14-17","Baseline",10,10,"certain"
"1169","YF036",14.11944444,"14-17","Baseline",75,40,"chance"
"1170","YF036",14.11944444,"14-17","Baseline",50,20,"certain"
"1171","YF036",14.11944444,"14-17","Baseline",50,5,"chance"
"1172","YF036",14.11944444,"14-17","Baseline",50,50,"chance"
"1173","YF036",14.11944444,"14-17","Baseline",90,20,"chance"
"1174","YF036",14.11944444,"14-17","Baseline",90,5,"certain"
"1175","YF036",14.11944444,"14-17","Baseline",25,20,"certain"
"1176","YF036",14.11944444,"14-17","Baseline",25,50,"certain"
"1177","YF036",14.11944444,"14-17","Baseline",10,50,"certain"
"1178","YF036",14.11944444,"14-17","Baseline",75,10,"chance"
"1179","YF036",14.11944444,"14-17","Baseline",10,20,"certain"
"1180","YF036",14.11944444,"14-17","Baseline",25,30,"certain"
"1181","YF036",14.11944444,"14-17","Baseline",10,30,"certain"
"1182","YF036",14.11944444,"14-17","Baseline",75,20,"chance"
"1183","YF036",14.11944444,"14-17","Baseline",25,5,"certain"
"1184","YF036",14.11944444,"14-17","Baseline",10,5,"certain"
"1185","YF036",14.11944444,"14-17","Baseline",90,30,"chance"
"1186","YF036",14.11944444,"14-17","Baseline",50,100,"chance"
"1187","YF036",14.11944444,"14-17","Baseline",25,40,"certain"
"1188","YF036",14.11944444,"14-17","Baseline",90,40,"chance"
"1189","YF036",14.11944444,"14-17","Baseline",75,50,"chance"
"1190","YF036",14.11944444,"14-17","Baseline",25,10,"chance"
"1191","YF037",16.94722222,"14-17","Baseline",50,40,"chance"
"1192","YF037",16.94722222,"14-17","Baseline",75,30,"chance"
"1193","YF037",16.94722222,"14-17","Baseline",50,50,"chance"
"1194","YF037",16.94722222,"14-17","Baseline",90,20,"chance"
"1195","YF037",16.94722222,"14-17","Baseline",25,30,"certain"
"1196","YF037",16.94722222,"14-17","Baseline",75,20,"chance"
"1197","YF037",16.94722222,"14-17","Baseline",90,10,"chance"
"1198","YF037",16.94722222,"14-17","Baseline",25,20,"certain"
"1199","YF037",16.94722222,"14-17","Baseline",50,10,"certain"
"1200","YF037",16.94722222,"14-17","Baseline",75,100,"chance"
"1201","YF037",16.94722222,"14-17","Baseline",50,20,"chance"
"1202","YF037",16.94722222,"14-17","Baseline",10,10,"certain"
"1203","YF037",16.94722222,"14-17","Baseline",10,100,"certain"
"1204","YF037",16.94722222,"14-17","Baseline",90,100,"chance"
"1205","YF037",16.94722222,"14-17","Baseline",25,5,"certain"
"1206","YF037",16.94722222,"14-17","Baseline",90,40,"chance"
"1207","YF037",16.94722222,"14-17","Baseline",10,20,"certain"
"1208","YF037",16.94722222,"14-17","Baseline",75,5,"certain"
"1209","YF037",16.94722222,"14-17","Baseline",50,100,"chance"
"1210","YF037",16.94722222,"14-17","Baseline",50,5,"certain"
"1211","YF037",16.94722222,"14-17","Baseline",75,10,"chance"
"1212","YF037",16.94722222,"14-17","Baseline",25,50,"certain"
"1213","YF037",16.94722222,"14-17","Baseline",75,50,"chance"
"1214","YF037",16.94722222,"14-17","Baseline",10,5,"certain"
"1215","YF037",16.94722222,"14-17","Baseline",25,40,"certain"
"1216","YF037",16.94722222,"14-17","Baseline",75,40,"chance"
"1217","YF037",16.94722222,"14-17","Baseline",25,10,"certain"
"1218","YF037",16.94722222,"14-17","Baseline",25,100,"certain"
"1219","YF037",16.94722222,"14-17","Baseline",10,30,"certain"
"1220","YF037",16.94722222,"14-17","Baseline",90,5,"certain"
"1221","YF037",16.94722222,"14-17","Baseline",10,50,"certain"
"1222","YF037",16.94722222,"14-17","Baseline",50,30,"chance"
"1223","YF037",16.94722222,"14-17","Baseline",90,50,"chance"
"1224","YF037",16.94722222,"14-17","Baseline",90,30,"chance"
"1225","YF037",16.94722222,"14-17","Baseline",10,40,"certain"
"1226","YF038",17.20277778,"14-17","Baseline",50,20,"certain"
"1227","YF038",17.20277778,"14-17","Baseline",50,40,"certain"
"1228","YF038",17.20277778,"14-17","Baseline",90,40,"chance"
"1229","YF038",17.20277778,"14-17","Baseline",10,20,"certain"
"1230","YF038",17.20277778,"14-17","Baseline",25,30,"certain"
"1231","YF038",17.20277778,"14-17","Baseline",50,5,"certain"
"1232","YF038",17.20277778,"14-17","Baseline",90,20,"chance"
"1233","YF038",17.20277778,"14-17","Baseline",25,5,"certain"
"1234","YF038",17.20277778,"14-17","Baseline",10,40,"certain"
"1235","YF038",17.20277778,"14-17","Baseline",75,50,"chance"
"1236","YF038",17.20277778,"14-17","Baseline",10,10,"certain"
"1237","YF038",17.20277778,"14-17","Baseline",25,20,"certain"
"1238","YF038",17.20277778,"14-17","Baseline",90,10,"chance"
"1239","YF038",17.20277778,"14-17","Baseline",90,100,"chance"
"1240","YF038",17.20277778,"14-17","Baseline",75,20,"chance"
"1241","YF038",17.20277778,"14-17","Baseline",75,10,"certain"
"1242","YF038",17.20277778,"14-17","Baseline",25,50,"certain"
"1243","YF038",17.20277778,"14-17","Baseline",75,100,"chance"
"1244","YF038",17.20277778,"14-17","Baseline",75,30,"chance"
"1245","YF038",17.20277778,"14-17","Baseline",10,30,"certain"
"1246","YF038",17.20277778,"14-17","Baseline",25,100,"chance"
"1247","YF038",17.20277778,"14-17","Baseline",10,100,"certain"
"1248","YF038",17.20277778,"14-17","Baseline",50,100,"chance"
"1249","YF038",17.20277778,"14-17","Baseline",75,5,"certain"
"1250","YF038",17.20277778,"14-17","Baseline",75,40,"chance"
"1251","YF038",17.20277778,"14-17","Baseline",50,50,"chance"
"1252","YF038",17.20277778,"14-17","Baseline",10,5,"certain"
"1253","YF038",17.20277778,"14-17","Baseline",50,10,"certain"
"1254","YF038",17.20277778,"14-17","Baseline",10,50,"certain"
"1255","YF038",17.20277778,"14-17","Baseline",25,10,"certain"
"1256","YF038",17.20277778,"14-17","Baseline",50,30,"chance"
"1257","YF038",17.20277778,"14-17","Baseline",90,30,"chance"
"1258","YF038",17.20277778,"14-17","Baseline",90,50,"chance"
"1259","YF038",17.20277778,"14-17","Baseline",25,40,"certain"
"1260","YF038",17.20277778,"14-17","Baseline",90,5,"certain"
"1261","YF039",12.27777778,"13-Dec","Baseline",50,40,"chance"
"1262","YF039",12.27777778,"13-Dec","Baseline",90,50,"chance"
"1263","YF039",12.27777778,"13-Dec","Baseline",50,10,"certain"
"1264","YF039",12.27777778,"13-Dec","Baseline",75,5,"chance"
"1265","YF039",12.27777778,"13-Dec","Baseline",90,20,"chance"
"1266","YF039",12.27777778,"13-Dec","Baseline",10,40,"chance"
"1267","YF039",12.27777778,"13-Dec","Baseline",25,100,"certain"
"1268","YF039",12.27777778,"13-Dec","Baseline",25,40,"certain"
"1269","YF039",12.27777778,"13-Dec","Baseline",25,30,"certain"
"1270","YF039",12.27777778,"13-Dec","Baseline",10,30,"certain"
"1271","YF039",12.27777778,"13-Dec","Baseline",10,100,"certain"
"1272","YF039",12.27777778,"13-Dec","Baseline",75,30,"chance"
"1273","YF039",12.27777778,"13-Dec","Baseline",25,5,"certain"
"1274","YF039",12.27777778,"13-Dec","Baseline",10,5,"certain"
"1275","YF039",12.27777778,"13-Dec","Baseline",25,10,"certain"
"1276","YF039",12.27777778,"13-Dec","Baseline",10,10,"certain"
"1277","YF039",12.27777778,"13-Dec","Baseline",90,5,"certain"
"1278","YF039",12.27777778,"13-Dec","Baseline",75,100,"chance"
"1279","YF039",12.27777778,"13-Dec","Baseline",25,50,"certain"
"1280","YF039",12.27777778,"13-Dec","Baseline",10,20,"certain"
"1281","YF039",12.27777778,"13-Dec","Baseline",50,30,"chance"
"1282","YF039",12.27777778,"13-Dec","Baseline",50,5,"certain"
"1283","YF039",12.27777778,"13-Dec","Baseline",75,50,"chance"
"1284","YF039",12.27777778,"13-Dec","Baseline",90,10,"certain"
"1285","YF039",12.27777778,"13-Dec","Baseline",10,50,"certain"
"1286","YF039",12.27777778,"13-Dec","Baseline",25,20,"certain"
"1287","YF039",12.27777778,"13-Dec","Baseline",90,30,"chance"
"1288","YF039",12.27777778,"13-Dec","Baseline",50,100,"chance"
"1289","YF039",12.27777778,"13-Dec","Baseline",50,20,"certain"
"1290","YF039",12.27777778,"13-Dec","Baseline",90,100,"chance"
"1291","YF039",12.27777778,"13-Dec","Baseline",90,40,"chance"
"1292","YF039",12.27777778,"13-Dec","Baseline",75,20,"chance"
"1293","YF039",12.27777778,"13-Dec","Baseline",75,40,"chance"
"1294","YF039",12.27777778,"13-Dec","Baseline",50,50,"chance"
"1295","YF039",12.27777778,"13-Dec","Baseline",75,10,"chance"
"1296","YF040",12.27777778,"13-Dec","Baseline",90,20,"chance"
"1297","YF040",12.27777778,"13-Dec","Baseline",10,20,"certain"
"1298","YF040",12.27777778,"13-Dec","Baseline",50,40,"certain"
"1299","YF040",12.27777778,"13-Dec","Baseline",25,50,"certain"
"1300","YF040",12.27777778,"13-Dec","Baseline",10,40,"certain"
"1301","YF040",12.27777778,"13-Dec","Baseline",25,5,"certain"
"1302","YF040",12.27777778,"13-Dec","Baseline",25,30,"certain"
"1303","YF040",12.27777778,"13-Dec","Baseline",90,40,"chance"
"1304","YF040",12.27777778,"13-Dec","Baseline",90,50,"chance"
"1305","YF040",12.27777778,"13-Dec","Baseline",90,100,"chance"
"1306","YF040",12.27777778,"13-Dec","Baseline",10,10,"certain"
"1307","YF040",12.27777778,"13-Dec","Baseline",10,100,"certain"
"1308","YF040",12.27777778,"13-Dec","Baseline",75,100,"chance"
"1309","YF040",12.27777778,"13-Dec","Baseline",50,20,"certain"
"1310","YF040",12.27777778,"13-Dec","Baseline",75,50,"certain"
"1311","YF040",12.27777778,"13-Dec","Baseline",50,5,"certain"
"1312","YF040",12.27777778,"13-Dec","Baseline",50,50,"certain"
"1313","YF040",12.27777778,"13-Dec","Baseline",75,20,"certain"
"1314","YF040",12.27777778,"13-Dec","Baseline",90,10,"chance"
"1315","YF040",12.27777778,"13-Dec","Baseline",75,30,"chance"
"1316","YF040",12.27777778,"13-Dec","Baseline",75,5,"certain"
"1317","YF040",12.27777778,"13-Dec","Baseline",50,10,"certain"
"1318","YF040",12.27777778,"13-Dec","Baseline",25,40,"certain"
"1319","YF040",12.27777778,"13-Dec","Baseline",75,40,"certain"
"1320","YF040",12.27777778,"13-Dec","Baseline",10,50,"certain"
"1321","YF040",12.27777778,"13-Dec","Baseline",25,100,"certain"
"1322","YF040",12.27777778,"13-Dec","Baseline",10,5,"certain"
"1323","YF040",12.27777778,"13-Dec","Baseline",50,100,"certain"
"1324","YF040",12.27777778,"13-Dec","Baseline",75,10,"certain"
"1325","YF040",12.27777778,"13-Dec","Baseline",25,10,"certain"
"1326","YF040",12.27777778,"13-Dec","Baseline",10,30,"certain"
"1327","YF040",12.27777778,"13-Dec","Baseline",90,5,"certain"
"1328","YF040",12.27777778,"13-Dec","Baseline",50,30,"certain"
"1329","YF040",12.27777778,"13-Dec","Baseline",90,30,"chance"
"1330","YF040",12.27777778,"13-Dec","Baseline",25,20,"certain"
"1331","YF222",19.73888889,"18+","Baseline",75,5,"certain"
"1332","YF222",19.73888889,"18+","Baseline",75,30,"chance"
"1333","YF222",19.73888889,"18+","Baseline",90,20,"chance"
"1334","YF222",19.73888889,"18+","Baseline",90,10,"chance"
"1335","YF222",19.73888889,"18+","Baseline",25,30,"certain"
"1336","YF222",19.73888889,"18+","Baseline",10,10,"certain"
"1337","YF222",19.73888889,"18+","Baseline",10,30,"certain"
"1338","YF222",19.73888889,"18+","Baseline",75,20,"chance"
"1339","YF222",19.73888889,"18+","Baseline",10,5,"certain"
"1340","YF222",19.73888889,"18+","Baseline",50,20,"chance"
"1341","YF222",19.73888889,"18+","Baseline",50,5,"certain"
"1342","YF222",19.73888889,"18+","Baseline",50,40,"chance"
"1343","YF222",19.73888889,"18+","Baseline",25,100,"chance"
"1344","YF222",19.73888889,"18+","Baseline",90,50,"chance"
"1345","YF222",19.73888889,"18+","Baseline",25,5,"certain"
"1346","YF222",19.73888889,"18+","Baseline",75,100,"chance"
"1347","YF222",19.73888889,"18+","Baseline",50,100,"chance"
"1348","YF222",19.73888889,"18+","Baseline",25,20,"certain"
"1349","YF222",19.73888889,"18+","Baseline",90,30,"chance"
"1350","YF222",19.73888889,"18+","Baseline",10,100,"chance"
"1351","YF222",19.73888889,"18+","Baseline",50,30,"chance"
"1352","YF222",19.73888889,"18+","Baseline",90,40,"chance"
"1353","YF222",19.73888889,"18+","Baseline",25,50,"certain"
"1354","YF222",19.73888889,"18+","Baseline",50,10,"certain"
"1355","YF222",19.73888889,"18+","Baseline",10,40,"certain"
"1356","YF222",19.73888889,"18+","Baseline",50,50,"chance"
"1357","YF222",19.73888889,"18+","Baseline",75,40,"chance"
"1358","YF222",19.73888889,"18+","Baseline",90,100,"chance"
"1359","YF222",19.73888889,"18+","Baseline",25,40,"certain"
"1360","YF222",19.73888889,"18+","Baseline",10,20,"certain"
"1361","YF222",19.73888889,"18+","Baseline",25,10,"certain"
"1362","YF222",19.73888889,"18+","Baseline",75,50,"chance"
"1363","YF222",19.73888889,"18+","Baseline",10,50,"certain"
"1364","YF222",19.73888889,"18+","Baseline",90,5,"certain"
"1365","YF222",19.73888889,"18+","Baseline",75,10,"certain"
"1366","YF223",20.53333333,"18+","Baseline",90,20,"chance"
"1367","YF223",20.53333333,"18+","Baseline",90,10,"chance"
"1368","YF223",20.53333333,"18+","Baseline",50,40,"chance"
"1369","YF223",20.53333333,"18+","Baseline",50,100,"chance"
"1370","YF223",20.53333333,"18+","Baseline",90,40,"chance"
"1371","YF223",20.53333333,"18+","Baseline",25,5,"certain"
"1372","YF223",20.53333333,"18+","Baseline",75,30,"chance"
"1373","YF223",20.53333333,"18+","Baseline",10,10,"certain"
"1374","YF223",20.53333333,"18+","Baseline",25,100,"certain"
"1375","YF223",20.53333333,"18+","Baseline",50,20,"certain"
"1376","YF223",20.53333333,"18+","Baseline",90,30,"chance"
"1377","YF223",20.53333333,"18+","Baseline",50,5,"certain"
"1378","YF223",20.53333333,"18+","Baseline",50,10,"certain"
"1379","YF223",20.53333333,"18+","Baseline",90,50,"chance"
"1380","YF223",20.53333333,"18+","Baseline",25,30,"certain"
"1381","YF223",20.53333333,"18+","Baseline",25,20,"certain"
"1382","YF223",20.53333333,"18+","Baseline",75,20,"chance"
"1383","YF223",20.53333333,"18+","Baseline",75,5,"certain"
"1384","YF223",20.53333333,"18+","Baseline",25,40,"chance"
"1385","YF223",20.53333333,"18+","Baseline",10,30,"certain"
"1386","YF223",20.53333333,"18+","Baseline",75,100,"chance"
"1387","YF223",20.53333333,"18+","Baseline",50,30,"chance"
"1388","YF223",20.53333333,"18+","Baseline",75,40,"chance"
"1389","YF223",20.53333333,"18+","Baseline",90,100,"chance"
"1390","YF223",20.53333333,"18+","Baseline",75,50,"chance"
"1391","YF223",20.53333333,"18+","Baseline",10,100,"certain"
"1392","YF223",20.53333333,"18+","Baseline",50,50,"chance"
"1393","YF223",20.53333333,"18+","Baseline",90,5,"certain"
"1394","YF223",20.53333333,"18+","Baseline",75,10,"chance"
"1395","YF223",20.53333333,"18+","Baseline",25,10,"certain"
"1396","YF223",20.53333333,"18+","Baseline",10,5,"certain"
"1397","YF223",20.53333333,"18+","Baseline",10,40,"certain"
"1398","YF223",20.53333333,"18+","Baseline",25,50,"certain"
"1399","YF223",20.53333333,"18+","Baseline",10,50,"certain"
"1400","YF223",20.53333333,"18+","Baseline",10,20,"certain"
"1401","YF224",18.15555556,"18+","Baseline",75,10,"certain"
"1402","YF224",18.15555556,"18+","Baseline",90,5,"certain"
"1403","YF224",18.15555556,"18+","Baseline",90,20,"chance"
"1404","YF224",18.15555556,"18+","Baseline",75,100,"chance"
"1405","YF224",18.15555556,"18+","Baseline",90,100,"chance"
"1406","YF224",18.15555556,"18+","Baseline",50,10,"certain"
"1407","YF224",18.15555556,"18+","Baseline",25,50,"chance"
"1408","YF224",18.15555556,"18+","Baseline",10,100,"chance"
"1409","YF224",18.15555556,"18+","Baseline",50,100,"chance"
"1410","YF224",18.15555556,"18+","Baseline",25,10,"certain"
"1411","YF224",18.15555556,"18+","Baseline",10,10,"certain"
"1412","YF224",18.15555556,"18+","Baseline",75,30,"chance"
"1413","YF224",18.15555556,"18+","Baseline",75,5,"certain"
"1414","YF224",18.15555556,"18+","Baseline",25,30,"chance"
"1415","YF224",18.15555556,"18+","Baseline",50,40,"chance"
"1416","YF224",18.15555556,"18+","Baseline",50,5,"certain"
"1417","YF224",18.15555556,"18+","Baseline",10,30,"certain"
"1418","YF224",18.15555556,"18+","Baseline",10,20,"certain"
"1419","YF224",18.15555556,"18+","Baseline",10,40,"chance"
"1420","YF224",18.15555556,"18+","Baseline",50,50,"chance"
"1421","YF224",18.15555556,"18+","Baseline",75,20,"chance"
"1422","YF224",18.15555556,"18+","Baseline",50,30,"chance"
"1423","YF224",18.15555556,"18+","Baseline",25,5,"certain"
"1424","YF224",18.15555556,"18+","Baseline",90,10,"chance"
"1425","YF224",18.15555556,"18+","Baseline",50,20,"chance"
"1426","YF224",18.15555556,"18+","Baseline",25,100,"chance"
"1427","YF224",18.15555556,"18+","Baseline",10,5,"certain"
"1428","YF224",18.15555556,"18+","Baseline",90,40,"chance"
"1429","YF224",18.15555556,"18+","Baseline",75,40,"chance"
"1430","YF224",18.15555556,"18+","Baseline",25,20,"certain"
"1431","YF224",18.15555556,"18+","Baseline",75,50,"chance"
"1432","YF224",18.15555556,"18+","Baseline",25,40,"chance"
"1433","YF224",18.15555556,"18+","Baseline",90,50,"chance"
"1434","YF224",18.15555556,"18+","Baseline",90,30,"chance"
"1435","YF224",18.15555556,"18+","Baseline",10,50,"chance"
"1436","YF225",18.22777778,"18+","Baseline",25,5,"certain"
"1437","YF225",18.22777778,"18+","Baseline",90,10,"chance"
"1438","YF225",18.22777778,"18+","Baseline",50,30,"certain"
"1439","YF225",18.22777778,"18+","Baseline",90,20,"chance"
"1440","YF225",18.22777778,"18+","Baseline",75,5,"certain"
"1441","YF225",18.22777778,"18+","Baseline",50,10,"certain"
"1442","YF225",18.22777778,"18+","Baseline",90,40,"chance"
"1443","YF225",18.22777778,"18+","Baseline",50,40,"certain"
"1444","YF225",18.22777778,"18+","Baseline",75,20,"certain"
"1445","YF225",18.22777778,"18+","Baseline",50,100,"certain"
"1446","YF225",18.22777778,"18+","Baseline",90,50,"chance"
"1447","YF225",18.22777778,"18+","Baseline",10,30,"certain"
"1448","YF225",18.22777778,"18+","Baseline",10,10,"certain"
"1449","YF225",18.22777778,"18+","Baseline",90,5,"certain"
"1450","YF225",18.22777778,"18+","Baseline",25,20,"certain"
"1451","YF225",18.22777778,"18+","Baseline",75,30,"chance"
"1452","YF225",18.22777778,"18+","Baseline",50,20,"certain"
"1453","YF225",18.22777778,"18+","Baseline",50,50,"certain"
"1454","YF225",18.22777778,"18+","Baseline",10,100,"certain"
"1455","YF225",18.22777778,"18+","Baseline",25,100,"certain"
"1456","YF225",18.22777778,"18+","Baseline",25,30,"certain"
"1457","YF225",18.22777778,"18+","Baseline",10,5,"certain"
"1458","YF225",18.22777778,"18+","Baseline",75,10,"chance"
"1459","YF225",18.22777778,"18+","Baseline",50,5,"certain"
"1460","YF225",18.22777778,"18+","Baseline",75,100,"chance"
"1461","YF225",18.22777778,"18+","Baseline",90,30,"chance"
"1462","YF225",18.22777778,"18+","Baseline",75,50,"chance"
"1463","YF225",18.22777778,"18+","Baseline",90,100,"chance"
"1464","YF225",18.22777778,"18+","Baseline",75,40,"chance"
"1465","YF225",18.22777778,"18+","Baseline",25,40,"certain"
"1466","YF225",18.22777778,"18+","Baseline",25,50,"certain"
"1467","YF225",18.22777778,"18+","Baseline",10,20,"certain"
"1468","YF225",18.22777778,"18+","Baseline",10,40,"certain"
"1469","YF225",18.22777778,"18+","Baseline",10,50,"certain"
"1470","YF225",18.22777778,"18+","Baseline",25,10,"certain"
"1471","YF226",20.24444444,"18+","Baseline",25,20,"certain"
"1472","YF226",20.24444444,"18+","Baseline",25,30,"chance"
"1473","YF226",20.24444444,"18+","Baseline",90,10,"chance"
"1474","YF226",20.24444444,"18+","Baseline",50,30,"chance"
"1475","YF226",20.24444444,"18+","Baseline",50,10,"certain"
"1476","YF226",20.24444444,"18+","Baseline",90,20,"chance"
"1477","YF226",20.24444444,"18+","Baseline",90,40,"chance"
"1478","YF226",20.24444444,"18+","Baseline",25,5,"certain"
