"","SID","Alpha","X","age","friend","friendSelectedResponse","viewing_status","collabtype","Chance","Amount","response_self"
"689","YF026",0.641060637024038,689,14.10555556,"YF025","chance","private","DesiredAntagonistic",90,50,"chance"
"690","YF026",0.641060637024038,690,14.10555556,"YF025","certain","private","DesiredAntagonistic",50,100,"chance"
"691","YF026",0.641060637024038,691,14.10555556,"YF025","certain","private","DesiredAntagonistic",50,40,"chance"
"692","YF026",0.641060637024038,692,14.10555556,"YF025","chance","private","DesiredAntagonistic",90,5,"certain"
"693","YF026",0.641060637024038,693,14.10555556,"YF025","certain","private","DesiredAntagonistic",50,5,"certain"
"694","YF026",0.641060637024038,694,14.10555556,"YF025","chance","private","DesiredAntagonistic",90,40,"chance"
"695","YF026",0.641060637024038,695,14.10555556,"YF025","certain","private","DesiredAntagonistic",75,100,"chance"
"696","YF026",0.641060637024038,696,14.10555556,"YF025","chance","private","DesiredAntagonistic",25,30,"certain"
"697","YF026",0.641060637024038,697,14.10555556,"YF025","certain","private","DesiredAntagonistic",25,100,"chance"
"698","YF026",0.641060637024038,698,14.10555556,"YF025","chance","private","DesiredAntagonistic",25,40,"chance"
"699","YF026",0.641060637024038,699,14.10555556,"YF025","chance","private","DesiredAntagonistic",90,10,"chance"
"700","YF026",0.641060637024038,700,14.10555556,"YF025","certain","private","DesiredAntagonistic",75,40,"chance"
"701","YF026",0.641060637024038,674,14.10555556,"YF025","certain","private","DesiredAntagonistic",25,20,"certain"
"702","YF026",0.641060637024038,675,14.10555556,"YF025","chance","private","DesiredAntagonistic",90,100,"chance"
"703","YF026",0.641060637024038,676,14.10555556,"YF025","certain","private","DesiredAntagonistic",10,10,"certain"
"704","YF026",0.641060637024038,677,14.10555556,"YF025","certain","private","DesiredAntagonistic",90,30,"chance"
"705","YF026",0.641060637024038,678,14.10555556,"YF025","certain","private","DesiredAntagonistic",25,50,"chance"
"706","YF026",0.641060637024038,679,14.10555556,"YF025","chance","private","DesiredAntagonistic",50,10,"certain"
"707","YF026",0.641060637024038,680,14.10555556,"YF025","chance","private","DesiredAntagonistic",10,30,"certain"
"708","YF026",0.641060637024038,681,14.10555556,"YF025","certain","private","DesiredAntagonistic",25,5,"certain"
"709","YF026",0.641060637024038,682,14.10555556,"YF025","certain","private","DesiredAntagonistic",10,5,"certain"
"710","YF026",0.641060637024038,670,14.10555556,"YF025","certain","private","DesiredAntagonistic",75,5,"certain"
"711","YF026",0.641060637024038,671,14.10555556,"YF025","certain","private","DesiredAntagonistic",75,10,"certain"
"712","YF026",0.641060637024038,672,14.10555556,"YF025","certain","private","DesiredAntagonistic",50,50,"chance"
"713","YF026",0.641060637024038,673,14.10555556,"YF025","chance","private","DesiredAntagonistic",10,20,"certain"
"714","YF026",0.641060637024038,683,14.10555556,"YF025","chance","private","DesiredAntagonistic",75,20,"chance"
"715","YF027",0.99092972873349,701,14.38611111,"YF028","chance","private","DesiredAntagonistic",50,100,"chance"
"716","YF027",0.99092972873349,703,14.38611111,"YF028","chance","private","DesiredAntagonistic",90,5,"certain"
"717","YF027",0.99092972873349,704,14.38611111,"YF028","chance","private","DesiredAntagonistic",75,30,"chance"
"718","YF027",0.99092972873349,705,14.38611111,"YF028","certain","private","DesiredAntagonistic",50,5,"chance"
"719","YF027",0.99092972873349,702,14.38611111,"YF028","certain","private","DesiredAntagonistic",90,50,"certain"
"720","YF027",0.99092972873349,707,14.38611111,"YF028","chance","private","DesiredAntagonistic",90,20,"certain"
"721","YF027",0.99092972873349,708,14.38611111,"YF028","certain","private","DesiredAntagonistic",50,30,"certain"
"722","YF027",0.99092972873349,709,14.38611111,"YF028","certain","private","DesiredAntagonistic",75,20,"chance"
"723","YF027",0.99092972873349,706,14.38611111,"YF028","chance","private","DesiredAntagonistic",50,40,"certain"
"724","YF027",0.99092972873349,724,14.38611111,"YF028","certain","private","DesiredAntagonistic",10,40,"chance"
"725","YF027",0.99092972873349,725,14.38611111,"YF028","certain","private","DesiredAntagonistic",10,100,"certain"
"726","YF027",0.99092972873349,726,14.38611111,"YF028","certain","private","DesiredAntagonistic",75,50,"certain"
"727","YF027",0.99092972873349,727,14.38611111,"YF028","certain","private","DesiredAntagonistic",10,50,"chance"
"728","YF027",0.99092972873349,728,14.38611111,"YF028","certain","private","DesiredAntagonistic",50,50,"certain"
"729","YF027",0.99092972873349,729,14.38611111,"YF028","certain","private","DesiredAntagonistic",90,30,"certain"
"730","YF027",0.99092972873349,730,14.38611111,"YF028","certain","private","DesiredAntagonistic",25,50,"certain"
"731","YF027",0.99092972873349,731,14.38611111,"YF028","certain","private","DesiredAntagonistic",90,100,"certain"
"732","YF027",0.99092972873349,732,14.38611111,"YF028","certain","private","DesiredAntagonistic",50,10,"chance"
"733","YF027",0.99092972873349,733,14.38611111,"YF028","chance","private","DesiredAntagonistic",25,20,"chance"
"734","YF027",0.99092972873349,734,14.38611111,"YF028","certain","private","DesiredAntagonistic",10,20,"certain"
"735","YF027",0.99092972873349,735,14.38611111,"YF028","chance","private","DesiredAntagonistic",10,10,"chance"
"736","YF027",0.99092972873349,722,14.38611111,"YF028","chance","private","DesiredAntagonistic",75,10,"certain"
"737","YF027",0.99092972873349,710,14.38611111,"YF028","chance","private","DesiredAntagonistic",10,30,"chance"
"738","YF027",0.99092972873349,711,14.38611111,"YF028","certain","private","DesiredAntagonistic",50,20,"certain"
"739","YF027",0.99092972873349,712,14.38611111,"YF028","chance","private","DesiredAntagonistic",25,5,"chance"
"740","YF027",0.99092972873349,713,14.38611111,"YF028","chance","private","DesiredAntagonistic",10,5,"chance"
"741","YF027",0.99092972873349,714,14.38611111,"YF028","chance","private","DesiredAntagonistic",25,10,"chance"
"742","YF027",0.99092972873349,715,14.38611111,"YF028","chance","private","DesiredAntagonistic",90,40,"certain"
"743","YF027",0.99092972873349,716,14.38611111,"YF028","chance","private","DesiredAntagonistic",75,100,"certain"
"744","YF027",0.99092972873349,717,14.38611111,"YF028","chance","private","DesiredAntagonistic",25,40,"chance"
"745","YF027",0.99092972873349,718,14.38611111,"YF028","chance","private","DesiredAntagonistic",25,100,"chance"
"746","YF027",0.99092972873349,719,14.38611111,"YF028","chance","private","DesiredAntagonistic",90,10,"certain"
"747","YF027",0.99092972873349,720,14.38611111,"YF028","chance","private","DesiredAntagonistic",25,30,"chance"
"748","YF027",0.99092972873349,721,14.38611111,"YF028","certain","private","DesiredAntagonistic",75,40,"certain"
"749","YF027",0.99092972873349,723,14.38611111,"YF028","chance","private","DesiredAntagonistic",75,5,"chance"
"750","YF028",0.436002530501728,736,13.73333333,"YF027","chance","private","DesiredAntagonistic",75,100,"certain"
"751","YF028",0.436002530501728,738,13.73333333,"YF027","chance","private","DesiredAntagonistic",25,40,"certain"
"752","YF028",0.436002530501728,739,13.73333333,"YF027","certain","private","DesiredAntagonistic",90,40,"certain"
"753","YF028",0.436002530501728,740,13.73333333,"YF027","certain","private","DesiredAntagonistic",25,30,"certain"
"754","YF028",0.436002530501728,741,13.73333333,"YF027","certain","private","DesiredAntagonistic",25,100,"certain"
"755","YF028",0.436002530501728,742,13.73333333,"YF027","certain","private","DesiredAntagonistic",75,40,"chance"
"756","YF028",0.436002530501728,743,13.73333333,"YF027","chance","private","DesiredAntagonistic",25,5,"chance"
"757","YF028",0.436002530501728,744,13.73333333,"YF027","chance","private","DesiredAntagonistic",10,30,"certain"
"758","YF028",0.436002530501728,745,13.73333333,"YF027","chance","private","DesiredAntagonistic",75,20,"certain"
"759","YF028",0.436002530501728,746,13.73333333,"YF027","certain","private","DesiredAntagonistic",50,20,"chance"
"760","YF028",0.436002530501728,747,13.73333333,"YF027","chance","private","DesiredAntagonistic",25,10,"chance"
"761","YF028",0.436002530501728,748,13.73333333,"YF027","chance","private","DesiredAntagonistic",50,30,"chance"
"762","YF028",0.436002530501728,749,13.73333333,"YF027","chance","private","DesiredAntagonistic",10,5,"chance"
"763","YF028",0.436002530501728,737,13.73333333,"YF027","chance","private","DesiredAntagonistic",90,10,"certain"
"764","YF028",0.436002530501728,764,13.73333333,"YF027","chance","private","DesiredAntagonistic",75,50,"chance"
"765","YF028",0.436002530501728,765,13.73333333,"YF027","certain","private","DesiredAntagonistic",10,100,"certain"
"766","YF028",0.436002530501728,766,13.73333333,"YF027","certain","private","DesiredAntagonistic",75,5,"chance"
"767","YF028",0.436002530501728,767,13.73333333,"YF027","chance","private","DesiredAntagonistic",10,40,"chance"
"768","YF028",0.436002530501728,768,13.73333333,"YF027","chance","private","DesiredAntagonistic",10,50,"chance"
"769","YF028",0.436002530501728,769,13.73333333,"YF027","chance","private","DesiredAntagonistic",75,10,"certain"
"770","YF028",0.436002530501728,770,13.73333333,"YF027","chance","private","DesiredAntagonistic",50,50,"certain"
"771","YF028",0.436002530501728,756,13.73333333,"YF027","certain","private","DesiredAntagonistic",25,50,"chance"
"772","YF028",0.436002530501728,757,13.73333333,"YF027","chance","private","DesiredAntagonistic",50,5,"certain"
"773","YF028",0.436002530501728,758,13.73333333,"YF027","chance","private","DesiredAntagonistic",90,5,"chance"
"774","YF028",0.436002530501728,759,13.73333333,"YF027","certain","private","DesiredAntagonistic",90,20,"certain"
"775","YF028",0.436002530501728,760,13.73333333,"YF027","certain","private","DesiredAntagonistic",50,100,"chance"
"776","YF028",0.436002530501728,761,13.73333333,"YF027","certain","private","DesiredAntagonistic",75,30,"chance"
"777","YF028",0.436002530501728,762,13.73333333,"YF027","certain","private","DesiredAntagonistic",50,40,"chance"
"778","YF028",0.436002530501728,750,13.73333333,"YF027","chance","private","DesiredAntagonistic",10,10,"certain"
"779","YF028",0.436002530501728,751,13.73333333,"YF027","certain","private","DesiredAntagonistic",50,10,"certain"
"780","YF028",0.436002530501728,752,13.73333333,"YF027","chance","private","DesiredAntagonistic",10,20,"chance"
"781","YF028",0.436002530501728,753,13.73333333,"YF027","certain","private","DesiredAntagonistic",25,20,"chance"
"782","YF028",0.436002530501728,754,13.73333333,"YF027","chance","private","DesiredAntagonistic",90,100,"certain"
"783","YF028",0.436002530501728,755,13.73333333,"YF027","certain","private","DesiredAntagonistic",90,30,"chance"
"784","YF028",0.436002530501728,763,13.73333333,"YF027","certain","private","DesiredAntagonistic",90,50,"certain"
"785","YF029",0.613071940323854,771,15.94444444,"YF030","certain","private","DesiredAntagonistic",10,100,"chance"
"786","YF029",0.613071940323854,772,15.94444444,"YF030","certain","private","DesiredAntagonistic",10,50,"chance"
"787","YF029",0.613071940323854,773,15.94444444,"YF030","certain","private","DesiredAntagonistic",75,10,"certain"
"788","YF029",0.613071940323854,775,15.94444444,"YF030","certain","private","DesiredAntagonistic",50,50,"chance"
"789","YF029",0.613071940323854,776,15.94444444,"YF030","certain","private","DesiredAntagonistic",75,50,"chance"
"790","YF029",0.613071940323854,777,15.94444444,"YF030","chance","private","DesiredAntagonistic",75,5,"certain"
"791","YF029",0.613071940323854,774,15.94444444,"YF030","chance","private","DesiredAntagonistic",10,40,"chance"
"792","YF029",0.613071940323854,779,15.94444444,"YF030","certain","private","DesiredAntagonistic",50,40,"chance"
"793","YF029",0.613071940323854,780,15.94444444,"YF030","certain","private","DesiredAntagonistic",50,100,"chance"
"794","YF029",0.613071940323854,781,15.94444444,"YF030","chance","private","DesiredAntagonistic",50,5,"chance"
"795","YF029",0.613071940323854,782,15.94444444,"YF030","certain","private","DesiredAntagonistic",90,50,"chance"
"796","YF029",0.613071940323854,783,15.94444444,"YF030","certain","private","DesiredAntagonistic",75,30,"chance"
"797","YF029",0.613071940323854,784,15.94444444,"YF030","chance","private","DesiredAntagonistic",90,5,"chance"
"798","YF029",0.613071940323854,785,15.94444444,"YF030","certain","private","DesiredAntagonistic",25,20,"chance"
"799","YF029",0.613071940323854,786,15.94444444,"YF030","certain","private","DesiredAntagonistic",90,100,"chance"
"800","YF029",0.613071940323854,787,15.94444444,"YF030","chance","private","DesiredAntagonistic",10,10,"chance"
"801","YF029",0.613071940323854,788,15.94444444,"YF030","certain","private","DesiredAntagonistic",25,50,"certain"
"802","YF029",0.613071940323854,789,15.94444444,"YF030","certain","private","DesiredAntagonistic",50,10,"certain"
"803","YF029",0.613071940323854,790,15.94444444,"YF030","chance","private","DesiredAntagonistic",10,20,"chance"
"804","YF029",0.613071940323854,778,15.94444444,"YF030","certain","private","DesiredAntagonistic",90,20,"chance"
"805","YF029",0.613071940323854,805,15.94444444,"YF030","certain","private","DesiredAntagonistic",90,40,"chance"
"806","YF029",0.613071940323854,792,15.94444444,"YF030","certain","private","DesiredAntagonistic",50,20,"certain"
"807","YF029",0.613071940323854,793,15.94444444,"YF030","chance","private","DesiredAntagonistic",10,5,"certain"
"808","YF029",0.613071940323854,794,15.94444444,"YF030","certain","private","DesiredAntagonistic",50,30,"chance"
"809","YF029",0.613071940323854,795,15.94444444,"YF030","chance","private","DesiredAntagonistic",25,10,"certain"
"810","YF029",0.613071940323854,796,15.94444444,"YF030","chance","private","DesiredAntagonistic",25,5,"certain"
"811","YF029",0.613071940323854,797,15.94444444,"YF030","certain","private","DesiredAntagonistic",75,20,"certain"
"812","YF029",0.613071940323854,798,15.94444444,"YF030","chance","private","DesiredAntagonistic",10,30,"certain"
"813","YF029",0.613071940323854,799,15.94444444,"YF030","certain","private","DesiredAntagonistic",90,10,"certain"
"814","YF029",0.613071940323854,800,15.94444444,"YF030","certain","private","DesiredAntagonistic",25,40,"chance"
"815","YF029",0.613071940323854,801,15.94444444,"YF030","certain","private","DesiredAntagonistic",75,100,"chance"
"816","YF029",0.613071940323854,802,15.94444444,"YF030","certain","private","DesiredAntagonistic",75,40,"chance"
"817","YF029",0.613071940323854,803,15.94444444,"YF030","certain","private","DesiredAntagonistic",25,30,"certain"
"818","YF029",0.613071940323854,791,15.94444444,"YF030","certain","private","DesiredAntagonistic",90,30,"chance"
"819","YF029",0.613071940323854,804,15.94444444,"YF030","certain","private","DesiredAntagonistic",25,100,"chance"
"820","YF030",1.07449112727078,807,15.59444444,"YF029","chance","private","DesiredAntagonistic",50,40,"chance"
"821","YF030",1.07449112727078,808,15.59444444,"YF029","certain","private","DesiredAntagonistic",90,5,"certain"
"822","YF030",1.07449112727078,809,15.59444444,"YF029","chance","private","DesiredAntagonistic",90,20,"chance"
"823","YF030",1.07449112727078,806,15.59444444,"YF029","certain","private","DesiredAntagonistic",50,100,"chance"
"824","YF030",1.07449112727078,811,15.59444444,"YF029","certain","private","DesiredAntagonistic",90,50,"chance"
"825","YF030",1.07449112727078,812,15.59444444,"YF029","chance","private","DesiredAntagonistic",75,30,"chance"
"826","YF030",1.07449112727078,813,15.59444444,"YF029","chance","private","DesiredAntagonistic",25,20,"chance"
"827","YF030",1.07449112727078,810,15.59444444,"YF029","certain","private","DesiredAntagonistic",50,5,"certain"
"828","YF030",1.07449112727078,815,15.59444444,"YF029","chance","private","DesiredAntagonistic",90,30,"chance"
"829","YF030",1.07449112727078,816,15.59444444,"YF029","certain","private","DesiredAntagonistic",10,10,"certain"
"830","YF030",1.07449112727078,817,15.59444444,"YF029","chance","private","DesiredAntagonistic",10,20,"certain"
"831","YF030",1.07449112727078,814,15.59444444,"YF029","chance","private","DesiredAntagonistic",25,50,"chance"
"832","YF030",1.07449112727078,819,15.59444444,"YF029","certain","private","DesiredAntagonistic",50,10,"chance"
"833","YF030",1.07449112727078,820,15.59444444,"YF029","chance","private","DesiredAntagonistic",75,40,"chance"
"834","YF030",1.07449112727078,821,15.59444444,"YF029","chance","private","DesiredAntagonistic",25,100,"chance"
"835","YF030",1.07449112727078,822,15.59444444,"YF029","chance","private","DesiredAntagonistic",90,10,"chance"
"836","YF030",1.07449112727078,823,15.59444444,"YF029","certain","private","DesiredAntagonistic",75,100,"chance"
"837","YF030",1.07449112727078,824,15.59444444,"YF029","chance","private","DesiredAntagonistic",25,40,"chance"
"838","YF030",1.07449112727078,825,15.59444444,"YF029","certain","private","DesiredAntagonistic",25,30,"chance"
"839","YF030",1.07449112727078,826,15.59444444,"YF029","certain","private","DesiredAntagonistic",90,40,"chance"
"840","YF030",1.07449112727078,827,15.59444444,"YF029","chance","private","DesiredAntagonistic",10,50,"chance"
"841","YF030",1.07449112727078,828,15.59444444,"YF029","chance","private","DesiredAntagonistic",75,50,"chance"
"842","YF030",1.07449112727078,829,15.59444444,"YF029","chance","private","DesiredAntagonistic",75,10,"chance"
"843","YF030",1.07449112727078,830,15.59444444,"YF029","certain","private","DesiredAntagonistic",10,40,"certain"
"844","YF030",1.07449112727078,818,15.59444444,"YF029","certain","private","DesiredAntagonistic",90,100,"chance"
"845","YF030",1.07449112727078,831,15.59444444,"YF029","certain","private","DesiredAntagonistic",75,5,"certain"
"846","YF030",1.07449112727078,832,15.59444444,"YF029","chance","private","DesiredAntagonistic",50,50,"chance"
"847","YF030",1.07449112727078,833,15.59444444,"YF029","chance","private","DesiredAntagonistic",10,100,"chance"
"848","YF030",1.07449112727078,834,15.59444444,"YF029","chance","private","DesiredAntagonistic",75,20,"chance"
"849","YF030",1.07449112727078,835,15.59444444,"YF029","chance","private","DesiredAntagonistic",50,20,"chance"
"850","YF030",1.07449112727078,836,15.59444444,"YF029","certain","private","DesiredAntagonistic",10,30,"certain"
"851","YF030",1.07449112727078,837,15.59444444,"YF029","chance","private","DesiredAntagonistic",50,30,"chance"
"852","YF030",1.07449112727078,838,15.59444444,"YF029","certain","private","DesiredAntagonistic",25,5,"certain"
"853","YF030",1.07449112727078,839,15.59444444,"YF029","certain","private","DesiredAntagonistic",10,5,"certain"
"854","YF030",1.07449112727078,840,15.59444444,"YF029","certain","private","DesiredAntagonistic",25,10,"certain"
"855","YF031",0.0686962696973417,855,12.80277778,"YF032","certain","private","DesiredAntagonistic",25,20,"chance"
"856","YF031",0.0686962696973417,856,12.80277778,"YF032","certain","private","DesiredAntagonistic",10,20,"chance"
"857","YF031",0.0686962696973417,857,12.80277778,"YF032","certain","private","DesiredAntagonistic",50,10,"certain"
"858","YF031",0.0686962696973417,845,12.80277778,"YF032","chance","private","DesiredAntagonistic",50,100,"chance"
"859","YF031",0.0686962696973417,846,12.80277778,"YF032","certain","private","DesiredAntagonistic",50,40,"chance"
"860","YF031",0.0686962696973417,847,12.80277778,"YF032","certain","private","DesiredAntagonistic",90,50,"certain"
"861","YF031",0.0686962696973417,848,12.80277778,"YF032","certain","private","DesiredAntagonistic",75,100,"chance"
"862","YF031",0.0686962696973417,849,12.80277778,"YF032","certain","private","DesiredAntagonistic",25,100,"chance"
"863","YF031",0.0686962696973417,850,12.80277778,"YF032","chance","private","DesiredAntagonistic",25,40,"chance"
"864","YF031",0.0686962696973417,851,12.80277778,"YF032","certain","private","DesiredAntagonistic",75,40,"certain"
"865","YF031",0.0686962696973417,852,12.80277778,"YF032","certain","private","DesiredAntagonistic",90,40,"chance"
"866","YF031",0.0686962696973417,853,12.80277778,"YF032","certain","private","DesiredAntagonistic",90,10,"chance"
"867","YF031",0.0686962696973417,854,12.80277778,"YF032","chance","private","DesiredAntagonistic",25,30,"chance"
"868","YF031",0.0686962696973417,868,12.80277778,"YF032","chance","private","DesiredAntagonistic",10,40,"chance"
"869","YF031",0.0686962696973417,869,12.80277778,"YF032","certain","private","DesiredAntagonistic",25,5,"certain"
"870","YF031",0.0686962696973417,870,12.80277778,"YF032","chance","private","DesiredAntagonistic",10,5,"chance"
"871","YF031",0.0686962696973417,858,12.80277778,"YF032","chance","private","DesiredAntagonistic",10,10,"chance"
"872","YF031",0.0686962696973417,859,12.80277778,"YF032","chance","private","DesiredAntagonistic",90,30,"chance"
"873","YF031",0.0686962696973417,860,12.80277778,"YF032","certain","private","DesiredAntagonistic",90,100,"chance"
"874","YF031",0.0686962696973417,861,12.80277778,"YF032","chance","private","DesiredAntagonistic",25,50,"chance"
"875","YF031",0.0686962696973417,862,12.80277778,"YF032","certain","private","DesiredAntagonistic",50,50,"certain"
"876","YF031",0.0686962696973417,863,12.80277778,"YF032","certain","private","DesiredAntagonistic",10,100,"chance"
"877","YF031",0.0686962696973417,864,12.80277778,"YF032","certain","private","DesiredAntagonistic",75,50,"certain"
"878","YF031",0.0686962696973417,865,12.80277778,"YF032","chance","private","DesiredAntagonistic",10,50,"chance"
"879","YF031",0.0686962696973417,866,12.80277778,"YF032","chance","private","DesiredAntagonistic",75,10,"chance"
"880","YF031",0.0686962696973417,867,12.80277778,"YF032","chance","private","DesiredAntagonistic",75,5,"chance"
"881","YF031",0.0686962696973417,841,12.80277778,"YF032","chance","private","DesiredAntagonistic",75,30,"certain"
"882","YF031",0.0686962696973417,842,12.80277778,"YF032","certain","private","DesiredAntagonistic",50,5,"chance"
"883","YF031",0.0686962696973417,843,12.80277778,"YF032","certain","private","DesiredAntagonistic",90,20,"chance"
"884","YF031",0.0686962696973417,844,12.80277778,"YF032","certain","private","DesiredAntagonistic",90,5,"certain"
"885","YF031",0.0686962696973417,874,12.80277778,"YF032","certain","private","DesiredAntagonistic",50,30,"chance"
"886","YF031",0.0686962696973417,871,12.80277778,"YF032","certain","private","DesiredAntagonistic",25,10,"certain"
"887","YF031",0.0686962696973417,872,12.80277778,"YF032","chance","private","DesiredAntagonistic",50,20,"certain"
"888","YF031",0.0686962696973417,873,12.80277778,"YF032","certain","private","DesiredAntagonistic",10,30,"certain"
"889","YF031",0.0686962696973417,875,12.80277778,"YF032","certain","private","DesiredAntagonistic",75,20,"chance"
"890","YF032",0.284233197009465,885,12.94444444,"YF031","chance","private","DesiredAntagonistic",10,40,"chance"
"891","YF032",0.284233197009465,891,12.94444444,"YF031","certain","private","DesiredAntagonistic",50,40,"certain"
"892","YF032",0.284233197009465,892,12.94444444,"YF031","chance","private","DesiredAntagonistic",90,20,"certain"
"893","YF032",0.284233197009465,893,12.94444444,"YF031","certain","private","DesiredAntagonistic",75,30,"certain"
"894","YF032",0.284233197009465,894,12.94444444,"YF031","chance","private","DesiredAntagonistic",90,5,"chance"
"895","YF032",0.284233197009465,895,12.94444444,"YF031","certain","private","DesiredAntagonistic",50,100,"certain"
"896","YF032",0.284233197009465,896,12.94444444,"YF031","chance","private","DesiredAntagonistic",50,5,"chance"
"897","YF032",0.284233197009465,897,12.94444444,"YF031","chance","private","DesiredAntagonistic",25,10,"chance"
"898","YF032",0.284233197009465,898,12.94444444,"YF031","certain","private","DesiredAntagonistic",75,20,"certain"
"899","YF032",0.284233197009465,886,12.94444444,"YF031","certain","private","DesiredAntagonistic",75,50,"certain"
"900","YF032",0.284233197009465,887,12.94444444,"YF031","chance","private","DesiredAntagonistic",10,50,"chance"
"901","YF032",0.284233197009465,888,12.94444444,"YF031","chance","private","DesiredAntagonistic",10,100,"chance"
"902","YF032",0.284233197009465,889,12.94444444,"YF031","chance","private","DesiredAntagonistic",75,10,"certain"
"903","YF032",0.284233197009465,890,12.94444444,"YF031","certain","private","DesiredAntagonistic",90,50,"certain"
"904","YF032",0.284233197009465,904,12.94444444,"YF031","chance","private","DesiredAntagonistic",25,20,"chance"
"905","YF032",0.284233197009465,905,12.94444444,"YF031","chance","private","DesiredAntagonistic",10,10,"chance"
"906","YF032",0.284233197009465,906,12.94444444,"YF031","certain","private","DesiredAntagonistic",90,100,"certain"
"907","YF032",0.284233197009465,907,12.94444444,"YF031","certain","private","DesiredAntagonistic",90,30,"certain"
"908","YF032",0.284233197009465,908,12.94444444,"YF031","certain","private","DesiredAntagonistic",50,10,"certain"
"909","YF032",0.284233197009465,909,12.94444444,"YF031","chance","private","DesiredAntagonistic",25,50,"certain"
"910","YF032",0.284233197009465,910,12.94444444,"YF031","chance","private","DesiredAntagonistic",10,20,"chance"
"911","YF032",0.284233197009465,883,12.94444444,"YF031","chance","private","DesiredAntagonistic",75,5,"certain"
"912","YF032",0.284233197009465,899,12.94444444,"YF031","chance","private","DesiredAntagonistic",50,30,"certain"
"913","YF032",0.284233197009465,900,12.94444444,"YF031","chance","private","DesiredAntagonistic",10,5,"chance"
"914","YF032",0.284233197009465,901,12.94444444,"YF031","chance","private","DesiredAntagonistic",25,5,"chance"
"915","YF032",0.284233197009465,902,12.94444444,"YF031","chance","private","DesiredAntagonistic",10,30,"chance"
"916","YF032",0.284233197009465,903,12.94444444,"YF031","chance","private","DesiredAntagonistic",50,20,"certain"
"917","YF032",0.284233197009465,876,12.94444444,"YF031","certain","private","DesiredAntagonistic",25,100,"chance"
"918","YF032",0.284233197009465,877,12.94444444,"YF031","certain","private","DesiredAntagonistic",90,10,"certain"
"919","YF032",0.284233197009465,878,12.94444444,"YF031","chance","private","DesiredAntagonistic",25,30,"chance"
"920","YF032",0.284233197009465,879,12.94444444,"YF031","certain","private","DesiredAntagonistic",75,100,"certain"
"921","YF032",0.284233197009465,880,12.94444444,"YF031","chance","private","DesiredAntagonistic",25,40,"chance"
"922","YF032",0.284233197009465,881,12.94444444,"YF031","certain","private","DesiredAntagonistic",75,40,"certain"
"923","YF032",0.284233197009465,882,12.94444444,"YF031","chance","private","DesiredAntagonistic",90,40,"certain"
"924","YF032",0.284233197009465,884,12.94444444,"YF031","certain","private","DesiredAntagonistic",50,50,"certain"
"925","YF033",0.60433940249972,911,14.72777778,"YF034","certain","private","DesiredAntagonistic",75,50,"chance"
"926","YF033",0.60433940249972,926,14.72777778,"YF034","certain","private","DesiredAntagonistic",25,40,"certain"
"927","YF033",0.60433940249972,927,14.72777778,"YF034","certain","private","DesiredAntagonistic",90,10,"chance"
"928","YF033",0.60433940249972,928,14.72777778,"YF034","certain","private","DesiredAntagonistic",25,30,"chance"
"929","YF033",0.60433940249972,929,14.72777778,"YF034","chance","private","DesiredAntagonistic",75,100,"chance"
"930","YF033",0.60433940249972,930,14.72777778,"YF034","chance","private","DesiredAntagonistic",90,40,"chance"
"931","YF033",0.60433940249972,931,14.72777778,"YF034","certain","private","DesiredAntagonistic",25,100,"chance"
"932","YF033",0.60433940249972,932,14.72777778,"YF034","certain","private","DesiredAntagonistic",50,10,"certain"
"933","YF033",0.60433940249972,933,14.72777778,"YF034","certain","private","DesiredAntagonistic",10,20,"certain"
"934","YF033",0.60433940249972,934,14.72777778,"YF034","certain","private","DesiredAntagonistic",10,10,"chance"
"935","YF033",0.60433940249972,935,14.72777778,"YF034","certain","private","DesiredAntagonistic",25,50,"chance"
"936","YF033",0.60433940249972,936,14.72777778,"YF034","certain","private","DesiredAntagonistic",25,20,"certain"
"937","YF033",0.60433940249972,937,14.72777778,"YF034","chance","private","DesiredAntagonistic",90,100,"chance"
"938","YF033",0.60433940249972,938,14.72777778,"YF034","chance","private","DesiredAntagonistic",90,30,"certain"
"939","YF033",0.60433940249972,939,14.72777778,"YF034","chance","private","DesiredAntagonistic",75,30,"chance"
"940","YF033",0.60433940249972,940,14.72777778,"YF034","certain","private","DesiredAntagonistic",50,40,"chance"
"941","YF033",0.60433940249972,941,14.72777778,"YF034","certain","private","DesiredAntagonistic",90,5,"chance"
"942","YF033",0.60433940249972,942,14.72777778,"YF034","chance","private","DesiredAntagonistic",90,20,"chance"
"943","YF033",0.60433940249972,943,14.72777778,"YF034","certain","private","DesiredAntagonistic",50,100,"chance"
"944","YF033",0.60433940249972,944,14.72777778,"YF034","chance","private","DesiredAntagonistic",90,50,"chance"
"945","YF033",0.60433940249972,945,14.72777778,"YF034","certain","private","DesiredAntagonistic",50,5,"chance"
"946","YF033",0.60433940249972,919,14.72777778,"YF034","certain","private","DesiredAntagonistic",50,30,"chance"
"947","YF033",0.60433940249972,920,14.72777778,"YF034","chance","private","DesiredAntagonistic",75,20,"chance"
"948","YF033",0.60433940249972,921,14.72777778,"YF034","certain","private","DesiredAntagonistic",25,10,"certain"
"949","YF033",0.60433940249972,922,14.72777778,"YF034","certain","private","DesiredAntagonistic",10,30,"certain"
"950","YF033",0.60433940249972,923,14.72777778,"YF034","chance","private","DesiredAntagonistic",10,5,"chance"
